Filename,TTS_condition,participant,trial,gender,mahal_dist,interval,f0_st,time
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,1,1.4412730316280455,-7
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,2,1.4412730316280455,-6
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,3,1.4412730316280455,-5
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,4,0.9671213493581011,-4
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,5,0.9625372260546128,-3
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,6,0.7857594609993985,-2
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,7,0.44944421979812577,-1
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,8,0.38751177381199997,0
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,9,0.27796333718854266,1
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,10,0.18106179397390315,2
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,11,0.050405874093607826,3
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,12,-0.05058076882599473,4
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,13,-0.11237457510005197,5
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,14,-0.19594092445917843,6
natural_user11_trial_11_participant,natural,user11,11,female,3.4938610180602074,15,-0.32760894247840927,7
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,1,0.9591700855494855,-7
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,2,0.9591700855494855,-6
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,3,0.9591700855494855,-5
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,4,0.9591700855494855,-4
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,5,0.7824701890066279,-3
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,6,0.8290992768785028,-2
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,7,0.7613387218267947,-1
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,8,0.4724986549517606,0
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,9,0.3664729126855737,1
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,10,0.2766612569188362,2
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,11,0.2194764047496236,3
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,12,0.19401566592339944,4
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,13,0.05081507688829789,5
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,14,-0.05271399015598187,6
natural_user11_trial_12_participant,natural,user11,12,female,2.3350438026910636,15,-0.10665510038388831,7
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,1,1.2981614084307642,-7
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,2,1.2981614084307642,-6
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,3,1.2981614084307642,-5
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,4,0.6460238202110259,-4
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,5,0.48305745771555963,-3
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,6,0.12479403148956603,-2
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,7,0.23116230063841783,-1
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,8,0.24477791763107265,0
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,9,0.24477791763107265,1
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,10,0.2812640288038146,2
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,11,0.37678786771018447,3
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,12,0.3473039470202526,4
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,13,0.25647872566201346,5
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,14,0.1960387501305913,6
natural_user11_trial_13_participant,natural,user11,13,female,3.5768970267178704,15,0.10336430527288275,7
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,1,1.0545811429214123,-7
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,2,1.0545811429214123,-6
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,3,1.0545811429214123,-5
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,4,0.9164509676242737,-4
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,5,0.6174499668245673,-3
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,6,0.6473401297736767,-2
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,7,0.47114599705423804,-1
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,8,0.28300537720299807,0
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,9,0.18769615604301113,1
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,10,0.09112513839600031,2
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,11,-0.003615726415723971,3
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,12,-0.06225583339970085,4
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,13,-0.09096875895489123,5
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,14,-0.22793457070795708,6
natural_user11_trial_14_participant,natural,user11,14,female,2.781633741872875,15,-0.1758450344781757,7
